지역(구),폐업연월,경양식,기타,김밥(도시락),까페,분식,뷔페식,식육(숯불구이),외국음식전문점(인도태국등),일식,정종/대포집/소주방,중국식,통닭(치킨),패밀리레스트랑,패스트푸드,한식,횟집
노원구,201911,1,5,0,0,7,0,1,0,1,0,1,8,0,0,16,0
노원구,201912,2,11,0,2,6,1,1,0,0,0,1,6,0,0,8,0
노원구,202001,0,3,0,0,4,0,1,0,2,0,0,3,0,0,10,0
노원구,202002,1,4,0,1,1,0,0,1,1,0,0,6,0,1,12,0
노원구,202003,0,4,0,0,3,1,1,0,2,0,0,9,0,0,10,0
노원구,202004,0,2,0,0,1,0,1,0,0,0,1,6,0,0,10,0
노원구,202005,1,5,0,0,1,2,0,0,5,0,3,4,0,1,2,0
노원구,202006,3,6,1,0,2,1,0,0,1,0,5,4,1,1,15,4
노원구,202007,0,1,0,0,2,0,2,0,1,0,0,4,0,0,10,0
노원구,202008,1,2,0,1,1,0,0,0,1,0,1,4,0,0,15,0
노원구,202009,1,4,0,0,1,0,0,0,0,0,1,5,0,1,10,0
노원구,202010,0,4,0,0,1,1,1,0,2,0,0,2,0,0,15,0
노원구,202011,0,4,0,0,6,0,1,0,1,0,3,5,0,0,11,0
노원구,202012,3,3,0,1,2,0,0,0,0,0,0,1,0,0,5,0
노원구,202101,1,6,0,0,1,1,1,0,6,0,0,3,0,1,11,0
노원구,202102,1,1,0,0,3,0,0,0,0,1,0,8,0,1,13,0
노원구,202103,2,5,0,1,4,0,0,0,2,0,1,6,0,0,9,0
노원구,202104,2,4,1,0,3,1,0,0,0,0,2,9,2,0,10,1
노원구,202105,0,9,1,0,4,0,0,0,0,0,0,8,0,0,14,0
노원구,202106,0,2,0,0,3,0,0,0,2,0,0,10,0,0,9,0
노원구,202107,0,5,0,1,2,0,0,0,0,0,0,0,0,0,11,0
노원구,202108,3,3,0,0,1,0,0,1,1,0,1,3,0,0,14,0
노원구,202109,1,3,0,1,0,0,0,0,1,0,0,2,0,1,18,0
노원구,202110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
도봉구,201902,0,0,0,3,0,0,0,0,1,0,1,4,0,1,8,0
도봉구,201903,0,1,0,1,1,0,1,0,0,0,2,2,0,0,13,0
도봉구,201904,2,3,0,0,3,0,2,0,2,0,1,2,0,1,12,0
도봉구,201905,2,1,0,1,1,0,0,0,0,0,0,2,0,0,15,0
도봉구,201906,1,1,1,1,1,0,0,0,1,0,0,5,0,0,12,0
도봉구,201907,1,2,1,0,1,0,0,0,2,0,1,5,0,0,10,0
도봉구,201908,3,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0
도봉구,201909,2,0,0,1,2,0,0,1,1,0,0,2,0,0,10,0
도봉구,201910,1,0,0,0,2,0,1,0,0,1,1,4,0,0,13,0
도봉구,201911,0,1,0,1,1,0,0,0,0,1,0,3,0,1,6,0
도봉구,201912,2,3,0,0,1,0,0,1,3,0,1,5,0,0,13,1
도봉구,202001,1,1,0,0,0,0,1,0,0,0,0,2,0,1,4,0
도봉구,202002,2,1,0,0,3,0,0,1,2,1,0,6,0,1,11,0
도봉구,202003,0,2,0,1,0,0,0,0,0,0,0,2,0,0,9,0
도봉구,202004,1,2,0,0,4,0,1,0,1,0,0,2,0,0,5,0
도봉구,202005,0,0,0,0,1,0,0,1,1,0,0,5,0,0,2,0
도봉구,202006,0,0,0,1,4,0,1,0,0,0,0,6,0,0,6,0
도봉구,202007,0,0,1,0,2,0,0,0,1,0,1,5,0,0,1,1
도봉구,202008,0,2,1,0,0,1,1,0,2,0,0,4,0,0,8,0
도봉구,202009,0,0,1,0,1,0,0,0,0,0,2,2,1,0,7,0
도봉구,202010,1,0,0,0,1,0,1,0,2,0,0,5,0,0,9,0
도봉구,202011,1,1,0,0,3,1,1,1,0,0,0,1,0,0,4,0
도봉구,202012,0,2,0,0,1,0,1,0,0,0,0,5,0,1,6,0
도봉구,202101,0,1,0,0,2,0,0,0,2,0,0,1,1,0,6,0
도봉구,202102,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0
도봉구,202103,0,2,0,1,0,0,0,0,0,0,1,3,0,0,8,0
도봉구,202104,3,0,0,0,4,0,1,0,0,0,0,6,0,0,12,2
도봉구,202105,0,2,0,2,0,0,1,0,1,0,1,3,0,0,10,0
도봉구,202106,1,1,0,0,2,0,2,0,0,1,1,5,0,0,6,0
도봉구,202107,2,2,0,1,1,0,0,0,0,0,0,6,0,0,12,0
도봉구,202108,2,7,1,1,15,0,1,0,3,0,1,15,0,0,37,1
도봉구,202109,0,3,0,0,7,0,1,0,1,1,1,6,0,0,16,0
도봉구,202110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
동대문구,201902,2,5,0,0,0,0,0,0,1,0,1,7,0,0,10,1
동대문구,201903,1,3,0,0,4,0,2,0,1,1,1,11,0,0,14,0
동대문구,201904,2,4,0,2,1,0,0,0,0,0,2,7,0,1,23,0
동대문구,201905,1,0,0,4,5,0,3,0,0,1,1,12,1,0,12,0
동대문구,201906,0,0,1,0,3,0,0,2,1,2,0,3,0,1,16,1
동대문구,201907,1,7,0,2,1,0,0,0,3,0,2,5,0,0,18,0
동대문구,201908,2,1,0,2,4,0,1,0,5,0,0,7,0,0,16,2
동대문구,201909,2,6,0,0,2,0,0,0,0,1,1,9,0,0,18,0
동대문구,201910,2,7,0,0,4,0,1,0,2,2,0,10,0,0,24,0
동대문구,201911,1,5,0,0,1,0,1,0,0,3,2,4,0,1,11,1
동대문구,201912,1,3,1,2,6,0,0,0,1,0,0,5,0,0,31,1
동대문구,202001,1,5,0,0,2,0,1,0,3,0,0,2,0,0,12,0
동대문구,202002,1,5,1,1,1,0,0,0,0,2,2,2,0,0,12,0
동대문구,202003,1,5,0,0,1,0,0,0,2,3,1,6,0,0,12,0
동대문구,202004,0,1,0,0,6,0,0,0,0,0,0,3,0,0,12,0
동대문구,202005,0,3,0,0,0,0,0,0,2,1,2,3,0,0,15,0
동대문구,202006,0,5,0,0,0,0,1,0,1,0,1,6,0,0,13,1
동대문구,202007,3,3,1,0,1,0,0,0,0,1,0,3,0,0,11,0
동대문구,202008,2,3,0,0,2,0,0,1,1,1,1,4,0,0,19,0
동대문구,202009,0,1,0,0,1,0,0,0,1,1,0,2,0,1,18,1
동대문구,202010,1,1,0,0,1,1,1,0,1,1,1,4,0,2,17,0
동대문구,202011,2,4,0,0,3,0,2,0,4,1,3,2,0,2,20,0
동대문구,202012,5,4,0,0,2,0,0,0,1,1,2,8,0,0,14,0
동대문구,202101,2,2,0,1,0,1,0,0,1,0,1,3,0,0,7,0
동대문구,202102,2,5,0,0,1,2,0,0,4,0,0,4,0,0,9,1
동대문구,202103,1,3,0,0,3,0,0,1,1,0,1,6,0,0,12,1
동대문구,202104,0,9,0,0,4,0,0,1,1,2,1,6,0,0,21,0
동대문구,202105,0,8,1,0,0,0,0,0,3,1,1,7,0,0,16,0
동대문구,202106,1,2,0,0,2,0,0,0,2,1,0,4,0,1,16,1
동대문구,202107,0,4,0,0,1,0,1,0,2,0,0,1,0,0,13,0
동대문구,202108,0,4,0,0,3,0,0,0,1,0,2,4,0,0,5,1
동대문구,202109,2,7,0,0,2,0,0,0,1,0,1,4,0,0,14,0
동대문구,202110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
동작구,201902,1,1,0,0,0,0,1,0,0,0,1,1,0,0,4,0
동작구,201903,1,6,0,0,1,0,0,0,1,0,0,2,0,0,5,1
동작구,201904,0,4,0,0,1,0,0,0,1,2,0,1,0,1,8,0
동작구,201905,3,4,0,0,3,0,0,1,0,0,0,6,0,0,8,0
동작구,201906,0,3,0,0,7,0,0,0,2,0,0,1,0,1,4,0
동작구,201907,2,2,0,0,3,0,1,0,1,1,1,1,0,1,4,0
동작구,201908,3,4,0,0,3,0,1,0,0,0,0,5,0,0,7,0
동작구,201909,2,3,0,0,1,0,0,0,1,1,0,1,0,1,12,0
동작구,201910,4,7,1,0,4,0,0,0,0,1,1,3,0,1,9,0
동작구,201911,5,5,0,1,4,0,1,1,2,2,2,2,0,0,11,0
동작구,201912,5,5,0,0,5,0,0,0,0,6,2,11,0,1,16,0
동작구,202001,4,12,1,3,9,0,1,0,2,7,0,13,0,0,25,0
동작구,202002,0,2,0,0,2,0,0,0,0,2,0,4,0,0,6,0
동작구,202003,3,4,0,1,2,0,0,0,2,0,1,2,0,0,9,0
동작구,202004,2,5,0,0,3,0,0,1,0,1,1,1,0,0,6,0
동작구,202005,1,2,0,0,1,0,0,1,2,1,2,2,0,0,4,0
동작구,202006,0,3,0,0,0,0,0,0,1,1,2,2,0,0,6,1
동작구,202007,1,6,0,0,3,0,0,0,0,0,0,6,0,0,3,0
동작구,202008,1,5,0,0,0,0,0,0,0,2,0,3,0,0,7,1
동작구,202009,4,2,0,0,1,0,1,0,0,0,0,3,0,0,7,1
동작구,202010,0,1,0,2,1,1,1,0,2,0,1,3,0,0,7,0
동작구,202011,1,5,0,0,2,0,1,0,1,1,0,2,0,0,7,0
동작구,202012,11,26,0,4,7,1,4,1,3,7,5,21,0,0,36,0
동작구,202101,1,1,0,1,1,0,0,0,0,1,0,3,0,1,9,0
동작구,202102,0,4,0,0,1,0,1,1,1,1,0,3,0,0,4,0
동작구,202103,0,5,0,1,0,0,1,0,0,2,5,3,0,0,9,0
동작구,202104,0,5,0,0,7,0,1,0,1,0,0,2,1,0,8,0
동작구,202105,2,2,1,0,3,0,0,0,2,0,0,1,0,0,11,0
동작구,202106,1,9,1,0,2,0,1,0,0,0,0,4,0,0,9,0
동작구,202107,1,2,0,0,2,0,0,0,0,1,1,3,0,0,7,0
동작구,202108,1,6,0,0,2,0,0,0,0,1,0,2,0,0,8,0
동작구,202109,1,1,0,0,2,0,0,1,1,4,1,3,0,0,6,0
동작구,202110,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
마포구,201902,9,11,0,5,0,0,0,1,3,0,2,12,0,0,22,0
마포구,201903,4,12,0,7,3,1,0,1,9,0,2,14,1,1,27,0
마포구,201904,5,20,0,6,5,0,0,2,5,1,2,9,1,0,25,0
마포구,201905,5,21,0,7,4,0,0,2,4,0,1,9,0,0,23,0
마포구,201906,32,18,1,50,21,0,0,3,23,4,7,62,0,3,125,2
마포구,201907,6,23,0,7,4,1,0,0,9,0,3,12,0,0,15,0
마포구,201908,5,24,1,4,3,0,0,1,3,1,2,6,1,0,14,0
마포구,201909,6,34,0,5,7,0,0,1,3,1,4,7,0,0,24,0
마포구,201910,5,34,0,13,4,0,0,2,6,0,2,9,1,0,20,0
마포구,201911,4,19,0,7,5,0,0,4,3,0,1,5,0,1,19,0
마포구,201912,5,30,0,4,11,0,0,1,6,1,2,9,0,0,17,0
마포구,202001,5,16,0,8,3,0,0,3,5,1,2,9,0,0,19,0
마포구,202002,5,13,1,13,2,0,0,1,4,0,0,2,0,0,23,0
마포구,202003,4,23,0,8,4,0,0,3,8,0,3,6,0,0,18,0
마포구,202004,1,14,1,7,3,0,0,3,3,0,5,5,0,0,18,0
마포구,202005,9,23,0,4,0,0,0,0,5,3,2,2,0,0,12,0
마포구,202006,1,20,1,7,5,0,0,1,4,0,3,5,0,0,17,0
마포구,202007,7,27,1,9,2,0,0,1,2,1,1,15,0,1,16,1
마포구,202008,9,26,0,10,4,0,0,4,5,0,4,10,1,3,15,1
마포구,202009,8,28,0,4,3,1,0,1,2,1,1,8,0,0,24,0
마포구,202010,6,29,0,5,0,0,0,1,7,0,0,7,0,0,23,0
마포구,202011,7,49,0,5,6,0,0,2,4,1,0,7,0,0,32,0
마포구,202012,1,28,0,8,11,2,0,1,4,0,1,7,0,1,25,0
마포구,202101,0,19,0,4,1,0,0,2,7,0,0,2,1,0,11,0
마포구,202102,7,21,0,4,3,0,0,1,0,0,2,3,0,0,20,0
마포구,202103,2,39,0,9,4,0,0,2,3,1,0,8,0,1,16,0
마포구,202104,8,35,0,4,2,0,0,1,4,0,2,8,0,0,37,1
마포구,202105,5,38,1,7,4,0,0,1,3,1,2,4,0,2,20,0
마포구,202106,2,39,1,4,3,0,0,1,6,3,3,7,0,2,18,0
마포구,202107,3,31,0,4,3,0,0,0,3,1,0,5,1,0,19,0
마포구,202108,4,28,1,4,1,0,0,0,7,0,0,3,0,1,21,0
마포구,202109,6,26,0,4,3,0,0,1,1,1,4,12,0,0,18,0
마포구,202110,2,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0
서대문구,201902,7,9,0,3,7,0,0,1,1,7,1,6,0,1,29,0
서대문구,201903,12,5,1,1,9,0,0,1,1,10,2,7,0,0,29,1
서대문구,201904,13,9,1,9,5,0,0,0,2,8,1,10,0,2,39,0
서대문구,201905,6,7,0,1,2,0,1,0,1,0,2,4,0,0,12,0
서대문구,201906,4,5,0,1,3,0,0,0,1,2,1,4,0,0,15,0
서대문구,201907,4,2,0,0,2,0,1,0,2,2,0,7,0,0,15,0
서대문구,201908,3,2,0,2,5,0,0,3,2,2,0,4,0,0,9,0
서대문구,201909,0,6,0,0,3,0,0,0,1,1,0,2,0,0,11,0
서대문구,201910,3,2,0,0,2,0,0,0,2,1,0,1,0,0,11,0
서대문구,201911,1,4,0,0,1,0,0,0,3,0,2,3,0,0,12,0
서대문구,201912,5,4,1,0,3,0,1,1,1,0,0,2,0,0,12,0
서대문구,202001,1,4,0,0,2,1,0,0,1,0,0,3,0,0,11,0
서대문구,202002,2,6,0,0,3,0,0,1,0,0,0,5,0,0,13,0
서대문구,202003,8,5,0,0,3,0,0,0,2,3,0,5,0,0,10,0
서대문구,202004,3,2,0,2,1,0,0,0,2,4,4,4,0,0,3,0
서대문구,202005,4,3,0,3,1,0,0,0,1,0,1,5,0,0,7,0
서대문구,202006,2,4,0,0,3,0,0,0,0,0,1,4,0,0,7,0
서대문구,202007,0,5,0,0,1,1,0,0,1,2,0,2,0,0,18,0
서대문구,202008,3,4,0,3,3,0,0,0,1,2,1,7,0,0,15,0
서대문구,202009,4,4,0,0,2,0,0,0,1,2,1,6,0,0,12,0
서대문구,202010,3,6,0,2,1,0,0,0,2,4,0,4,0,0,15,0
서대문구,202011,1,7,0,0,1,0,0,1,3,1,0,2,0,0,16,0
서대문구,202012,9,12,0,1,8,0,1,1,1,2,0,5,0,0,18,0
서대문구,202101,2,5,0,0,5,0,0,0,1,1,1,6,0,0,13,0
서대문구,202102,4,8,0,0,3,0,0,0,1,1,2,1,0,0,9,0
서대문구,202103,6,5,0,0,3,0,0,1,4,1,1,5,0,1,16,0
서대문구,202104,3,8,1,1,1,0,0,1,0,2,1,3,0,0,14,0
서대문구,202105,12,9,0,3,8,0,0,2,2,4,4,8,0,1,25,1
서대문구,202106,3,5,0,1,4,0,0,0,4,2,1,6,0,0,12,0
서대문구,202107,2,5,0,0,2,0,0,1,1,0,1,4,0,0,7,0
서대문구,202108,4,4,1,1,4,1,0,0,2,1,0,3,0,0,11,0
서대문구,202109,2,7,1,1,2,0,0,1,1,1,0,7,0,0,15,0
서대문구,202110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
서초구,201902,8,7,1,5,3,0,0,0,1,0,1,6,0,0,10,0
서초구,201903,7,11,0,4,5,0,0,2,2,1,1,7,0,0,20,0
서초구,201904,2,6,0,2,3,0,0,0,1,0,1,3,0,0,20,0
서초구,201905,10,4,0,4,3,0,0,1,3,0,1,8,0,1,21,1
서초구,201906,3,6,0,0,2,0,0,1,2,0,2,2,0,0,30,0
서초구,201907,2,9,0,1,4,0,0,0,1,0,3,5,0,1,29,1
서초구,201908,5,7,1,7,2,1,0,0,0,1,1,5,0,2,31,1
서초구,201909,5,3,0,6,1,1,0,2,3,2,2,3,0,0,23,0
서초구,201910,3,4,0,3,5,0,0,1,2,0,2,6,0,0,22,0
서초구,201911,4,2,0,4,2,0,0,0,5,1,2,3,0,0,21,0
서초구,201912,0,8,1,1,5,0,0,2,3,0,2,6,0,0,25,0
서초구,202001,2,6,0,0,1,0,0,0,3,0,1,2,0,0,13,0
서초구,202002,10,8,1,2,1,0,0,4,5,2,2,6,0,1,24,0
서초구,202003,9,10,1,2,7,0,0,0,4,0,0,3,0,0,25,0
서초구,202004,5,5,0,4,5,0,0,0,4,1,2,3,0,0,15,0
서초구,202005,2,4,0,1,2,1,0,0,2,2,2,3,0,0,15,0
서초구,202006,2,6,1,3,1,1,0,0,3,0,0,1,0,0,16,0
서초구,202007,4,5,0,3,3,0,0,1,0,1,2,5,0,0,21,0
서초구,202008,6,8,0,2,3,1,1,1,1,1,2,2,0,0,13,0
서초구,202009,2,8,0,1,2,1,3,0,1,0,1,6,1,0,16,0
서초구,202010,1,9,1,1,5,1,0,0,1,0,2,5,0,1,22,0
서초구,202011,9,9,1,4,9,1,0,0,10,2,2,2,0,0,24,0
서초구,202012,9,17,0,1,5,1,0,1,2,1,1,5,0,0,27,0
서초구,202101,7,6,1,0,2,1,0,1,1,0,2,8,0,0,17,0
서초구,202102,3,8,0,1,6,0,1,1,1,0,1,4,0,0,15,0
서초구,202103,5,14,0,0,2,0,1,0,4,0,1,3,0,0,20,0
서초구,202104,2,9,1,4,7,1,0,2,1,1,3,7,0,0,28,0
서초구,202105,3,6,2,4,4,0,0,1,2,1,3,4,1,0,31,0
서초구,202106,2,11,0,1,4,0,0,1,6,1,2,3,0,0,24,0
서초구,202107,7,9,0,1,6,0,1,0,4,0,1,4,0,0,19,0
서초구,202108,0,7,0,1,0,0,0,1,2,0,0,4,0,0,19,0
서초구,202109,6,10,0,3,5,0,0,1,2,2,3,4,0,1,26,0
서초구,202110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
성동구,201902,2,3,1,0,1,1,0,1,2,0,1,2,0,0,7,0
성동구,201903,3,3,0,1,2,0,1,0,3,0,0,4,0,1,12,0
성동구,201904,3,2,1,0,1,0,0,0,0,0,2,5,0,0,17,1
성동구,201905,0,5,0,0,1,0,0,0,1,0,0,6,0,0,9,0
성동구,201906,1,5,0,0,4,0,0,0,2,0,0,4,0,0,9,0
성동구,201907,1,2,0,0,0,0,0,0,2,0,1,4,0,0,11,1
성동구,201908,1,0,0,1,2,0,1,0,2,0,0,2,0,0,9,0
성동구,201909,1,4,0,0,0,1,0,1,0,0,1,4,0,0,9,0
성동구,201910,1,3,1,0,2,0,0,0,2,1,0,0,0,0,12,0
성동구,201911,5,1,0,0,4,0,0,0,2,0,1,6,0,0,9,0
성동구,201912,1,3,0,0,1,0,0,0,1,0,1,4,0,0,15,0
성동구,202001,7,1,1,0,3,0,0,1,1,0,1,2,0,0,4,0
성동구,202002,3,4,0,2,1,0,0,0,0,2,0,3,0,0,13,0
성동구,202003,3,9,0,0,6,0,0,0,1,0,1,1,0,0,14,0
성동구,202004,4,7,1,0,3,0,1,0,1,1,1,3,0,0,12,0
성동구,202005,3,4,0,0,1,0,0,0,2,1,0,5,0,0,8,0
성동구,202006,3,2,0,0,1,0,0,1,3,1,3,2,0,0,12,1
성동구,202007,4,3,1,0,2,0,0,0,3,1,2,6,1,0,18,0
성동구,202008,3,7,0,0,0,0,0,0,3,1,0,1,0,1,11,0
성동구,202009,3,3,0,1,2,0,0,0,3,0,0,2,0,0,11,0
성동구,202010,4,2,0,1,2,0,0,0,1,2,0,1,1,0,14,0
성동구,202011,4,8,0,0,4,0,0,0,1,1,0,4,0,0,10,0
성동구,202012,1,9,0,2,2,1,0,0,1,0,0,2,0,0,12,0
성동구,202101,1,7,0,0,1,0,0,0,2,1,1,4,0,0,13,0
성동구,202102,3,5,0,0,1,0,0,0,0,0,2,3,0,1,16,0
성동구,202103,5,7,0,1,2,0,0,0,4,0,0,4,0,0,15,0
성동구,202104,1,10,0,0,2,0,0,0,2,1,2,6,0,0,15,0
성동구,202105,2,5,0,0,0,0,0,0,1,0,0,3,0,0,25,0
성동구,202106,4,2,0,1,0,0,0,0,1,0,0,5,0,1,12,1
성동구,202107,4,4,0,1,4,1,0,0,2,1,0,4,0,0,10,0
성동구,202108,4,13,0,0,2,0,1,0,3,0,1,2,0,0,9,0
성동구,202109,3,11,0,0,4,0,0,0,1,0,0,2,0,0,14,0
성동구,202110,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
성북구,201902,0,4,0,0,1,0,0,0,2,0,0,5,0,0,7,0
성북구,201903,4,3,0,0,2,0,0,0,1,0,1,3,0,1,11,0
성북구,201904,1,7,0,2,0,1,0,0,0,0,0,2,0,0,17,0
성북구,201905,3,8,0,1,1,0,0,0,1,1,1,4,0,0,9,0
성북구,201906,3,2,0,2,3,0,0,0,1,1,0,6,0,0,19,2
성북구,201907,1,6,0,1,0,0,0,0,1,0,2,1,0,0,15,3
성북구,201908,3,6,0,2,2,1,0,1,2,0,2,1,0,0,10,0
성북구,201909,0,9,1,3,2,0,0,1,3,0,1,2,0,0,7,0
성북구,201910,3,10,0,2,3,0,0,0,2,0,0,6,0,1,12,0
성북구,201911,2,5,0,1,3,0,0,0,1,1,0,3,0,0,10,1
성북구,201912,1,6,1,2,2,1,0,0,0,1,0,2,0,0,12,1
성북구,202001,2,9,0,0,1,0,0,0,1,1,0,2,0,0,10,0
성북구,202002,5,5,0,1,3,0,0,0,0,1,1,2,0,1,6,0
성북구,202003,1,11,0,0,1,0,0,0,2,1,1,2,0,0,13,0
성북구,202004,2,5,1,2,4,0,0,0,1,0,1,5,0,0,6,0
성북구,202005,0,5,0,1,1,0,0,0,2,0,1,6,0,1,13,0
성북구,202006,1,4,0,2,4,0,0,0,0,0,0,3,0,1,7,0
성북구,202007,1,4,0,1,1,0,0,0,0,0,0,4,0,0,13,0
성북구,202008,0,6,0,0,4,0,0,0,2,0,1,6,0,0,15,1
성북구,202009,1,8,0,1,1,0,0,0,2,0,1,4,0,1,7,1
